,Sentence,Author_name
765, I am  using various learning theories,Elena's story
766, The central theoretical framework for my study is an Activity  theory,Elena's story
767," How about you? What does your research focus on?  o & o > Rate This Reply   Jeffrey Keefer says: January 23, 2011 at 1:51 pm  What an interesting area of study!  When you speak of “developing employability skills by doctoral researchers in social sciences” are  you referring to research-focused degrees, or professional doctorates?  Jeffrey  o  o < Rate This Rep_jy    elenaphd says: January 27, 2011 at 1:44 pm  I am looking at full-time PhD students enrolled on traditional PhD programmes (3 years, full-time  research)",Elena's story
768,  o  o > Rate This Reply,Elena's story
769,"    Mahesh Sharma says: March 21, 2011 at 8:39 am  your story is so inspiring for research scholars like me",Elena's story
770, i am even a slower learner,Elena's story
771, My writing  skills are very poor,Elena's story
772, can u help me out mentioning some names of the books which i should consult  to improve my writing skills  o  o < Rate This Reply,Elena's story
773,"   elenaphd soys: May 18, 2011 at 1:02 am  Dear Mahesh! So sorry for delay",Elena's story
774, Writing skills are smth that you master all life I guess,Elena's story
775, Are you  using Delicious bookmarking,Elena's story
776, Here is a link to my collection of bookmarks on academic writing httn-//www delicious com/elena,Elena's story
777," Hope you will find smth useful there! Good  luck with your PhD!  o  o < Rate This     Zed says: May 3, 2011 at 3:43 pm  I'm in my first year",Elena's story
778, Your reflections contain some good advice,Elena's story
779, Seven months in and feeling really  lost at the moment,Elena's story
780,"  o  o o rate This Reply   elenaphd says: May 18, 2011 at 1:00 am  Dear Zed! Sorry for delay! Feeling lost",Elena's story
781, No worries,Elena's story
782,you are not alone! Are you  on Twitter at all? there are some interesting discussions going on there every Wed at 7,Elena's story
783,3o at  #phdchat,Elena's story
784, Lots of useful advice and peer support,Elena's story
785, Join in! And chin up! Take is as a learning  experience whatever happens on your PhD journey!Good luck!  o  o < Rate This Reply,Elena's story
786,"     Adrian says: June 9, 2011 at 10:27 pm  Hi, Thanks GOD, I got something at least to define my current state",Elena's story
787," You right, its my 4th month of PhD  and I was in a situation like “What the hell going on :P” ",Elena's story
788, In fact assuming my previous knowledge  is just multiple with zero,Elena's story
789," Now after reading your article, again my energy level is up",Elena's story
790,"  *1-2 years PhD students, please do share your experience ",Elena's story
791,  Cheers  o  o o Rate This     theshanshuprophecy,Elena's story
792," soys: January 15, 2012 at 1:00 pm  Hi I stumbled onto your blog tonight after a google search and just wanted to say that you list is  great but — perhaps you should consider thinking of it as ‘things I learned in my 1st year’ rather  than regret — although you are a year further in now, I would love to hear your list from and year  or, are you no longer posting?  o  o < Rate This Reply",Elena's story
793,"    nagulmeera says: February 18, 2012 at 7:52 pm  HI my name is nagu1",Elena's story
794,"i need a statement of purpose for my phd in information systems,i have  completed my MCA in (you)",Elena's story
795, i dnt know how to wright the this letter will you plz help me for  this,Elena's story
796,"after submitting this sop 1etter,they will decide and sent a mail about my admission",Elena's story
797,is it  compulsory a student(fresher)must have a subject know1edge?or not,Elena's story
798,p1z guys reply for this  query,Elena's story
799,even i dnt have that much of knowledge about my subjects but my aim is to do phd,Elena's story
800,if there is  any chance to learn in phd deeply about my subjects,Elena's story
801,my area of interest in databases,Elena's story
802,"  i  o  Rate This Reply    BeingmrsdrD says: March 10, 2012 at 9:50 pm  So glad I found your blog! I'm also on the PhD journey (and blog about it) and relate to many of  the points you raised here",Elena's story
803," All the best with your studies  o  o o rate This   Clement soys: July 12, 2012 at 5:42 pm  any tips on how to narrow your research topic down? I'm really struggling with defining my thesis  at the moment, and I'm approaching the end of the first year",Elena's story
804," Thanks  o  o < Rate This Reply    ahmed says: July 24, 2012 at 4:21 pm  please i need help how to do plan for the first year PhD in engineering  o  o o rate This Reply    Vicky says: November 7, 2012 at 12:06 am  Tell us about your transfer viva? Highs Lows Hints & Tips would really help",Elena's story
805," I've got mine next  week!  o  o o Rate This   elenanhd soys: November 12, 2012 at 11:05 am  Hi, Vicky! Sorry for delay, having a mad time trying to finish my thesis",Elena's story
806, I actually did not have a  transfer viva but I had a transfer report,Elena's story
807, Basically an extended research proposal that reflected  all the staged of my thesis writing,Elena's story
808, I submitted it after one year when I had a clearer idea of the  thesis content and structure,Elena's story
809, Hope the viva went well   o  o < Rate This Reply     My exciting PhD journey!  Blog ct WordPress,Elena's story
810,"Maria: Hello PO, and welcome to the PhD Career Stories podcast! PO: Hi and thanks for having me",Per-Olof-Arnäs
811, Maria: I'm very happy to have you here,Per-Olof-Arnäs
812, Let's start with you telling us a bit more about yourself,Per-Olof-Arnäs
813," Who are you and what do you do? PO: My name is Per Olof Arns, which is difficult name for non-English and non-Swedish speakers",Per-Olof-Arnäs
814," I am a doctor in logistics, and right now I'm a senior lecturer at Chalmers University of Technology in Gothenburg in Sweden where I teach and research in the digitalization of the freight transport industry",Per-Olof-Arnäs
815, Because I love the twenty first century so this is quite a nice job actually for me,Per-Olof-Arnäs
816, But I've been doing a lot of other things as well,Per-Olof-Arnäs
817," My path - my PhD career path - has been a bit bumpy, and it has taken some other turns",Per-Olof-Arnäs
818, Now I see that it's a quite unique path,Per-Olof-Arnäs
819, Maria: It usually is,Per-Olof-Arnäs
820, But I'm curious why did you decide to pursue a PhD in the first place? Was it always an obvious choice for you? PO: Partly is because I tend to agree to things I don't really understand,Per-Olof-Arnäs
821, Like starting a podcast or doing a PhD,Per-Olof-Arnäs
822, I was a student in mechanical engineering in the 1990s,Per-Olof-Arnäs
823," I took my degree in 1996, but mechanical engineering was not really my thing",Per-Olof-Arnäs
824, I just ended up there because I sort of crossed that program when I applied and that's where I ended up,Per-Olof-Arnäs
825," But during the third year of this five year education, I got the first taste of logistics, and I really found that interesting, and challenging, and that I was really good at it as well",Per-Olof-Arnäs
826," I started taking all of those courses, and when a PhD position opened in 1996 I applied for it",Per-Olof-Arnäs
827," No, actually, it was quite a conscious decision from my part",Per-Olof-Arnäs
828," The last year - to get into the department - I, actually did some extra teaching for them",Per-Olof-Arnäs
829," I worked extras as lab assistant and things like that, because I knew that I would like to do a PhD there",Per-Olof-Arnäs
830, When they open up a position and I applied for it and I got it,Per-Olof-Arnäs
831," Then I started doing my PhD, and I had no idea what it meant",Per-Olof-Arnäs
832, Maria: That is actually another question from me,Per-Olof-Arnäs
833, Is is there anything - now that you're looking back - that you wish you had known before you started to do your PhD? PO: Yes,Per-Olof-Arnäs
834, The importance of publications,Per-Olof-Arnäs
835, That was not important in the 1990s,Per-Olof-Arnäs
836," It was not really encouraged to write journal papers for us in our discipline, which ended up being a monograph instead of collection of papers, which was extremely difficult to write",Per-Olof-Arnäs
837," You have to write a book instead of writing papers, so most of the work is actually done it at the end instead of during the project",Per-Olof-Arnäs
838," If I had to do it all over again, I would have done a collection of papers and I would have aimed for the right journals and the right topics as steps on the path towards a PhD",Per-Olof-Arnäs
839," But that was the 1990s, nothing was the same then as it is now",Per-Olof-Arnäs
840, It's much much more different now,Per-Olof-Arnäs
841," Maria: If I understand correctly: after your PhD, you decided to leave academia",Per-Olof-Arnäs
842," PO: Actually, before",Per-Olof-Arnäs
843, Maria: Before - to take a job in the industry,Per-Olof-Arnäs
844," PO: In 1999, I did my license",Per-Olof-Arnäs
845," We have this intermediary degrees in Sweden, which is sort of halfway through the PhD process",Per-Olof-Arnäs
846," But, I would like to say it's 25 percent of the work, then 75 percent of the work on the content comes after that",Per-Olof-Arnäs
847," A lot of courses, saying that you're trained to craft the research - that's what you sort of doing the license for - that you can perform a study, you can do interviews and things like that",Per-Olof-Arnäs
848, And then I started on on my PhD project and I sort of shifted,Per-Olof-Arnäs
849," I started out working on dangerous goods, logistics effects of dangerous goods",Per-Olof-Arnäs
850," But then I started looking more into heterogeneous codes, more broadening the perspectives",Per-Olof-Arnäs
851," Then I also started a consultancy on the side, writing computer programs for the transportation industry, and that's when I came across object-oriented programming, which was a completely different topic from logistics",Per-Olof-Arnäs
852," I was wondering why it was so, because it was really useful - the modeling tools in the object-oriented programming world was really applicable in logistics, but no one had done it",Per-Olof-Arnäs
853, So I switched gears and started looking into object oriented modeling of transportation systems as a tool to understand them better,Per-Olof-Arnäs
854," Some people had done it but that was like five or six papers, some consultancy work, but it was quite an open field",Per-Olof-Arnäs
855," So I started looking into that, and I was almost finished - I was taking a bit longer",Per-Olof-Arnäs
856, Lots of the PhD students in my department was taking a bit more time than they actually should,Per-Olof-Arnäs
857," I was in 2002, which was then my sixth year",Per-Olof-Arnäs
858," We have this final seminar, which is supposed to be two months before PhD thesis is finished, where you have an external opponents, and all your colleagues",Per-Olof-Arnäs
859," The informal name for this is the""Pie throwing"" - where everyone tries to bring your thesis down as much as possible, so that you would have that feedback before your defense",Per-Olof-Arnäs
860, It's a sort of a dry run,Per-Olof-Arnäs
861, And after that the opponent and you write the report each and say this needs to be done and this is time plan,Per-Olof-Arnäs
862," Everyone signs off, and then you do the work, and a few months later you can publish your thesis",Per-Olof-Arnäs
863, I had this event in 2002 in December and in January I left the university,Per-Olof-Arnäs
864," Because I had this two months left of work ahead and I had a plan to do it, but I got the job offer from the industry",Per-Olof-Arnäs
865," I started working for the haulage industry in Sweden, in an R&D-based organization - those that once I've done consultancy work for",Per-Olof-Arnäs
866," So I started programming, and started educating, and I started doing a lot of things in the industry",Per-Olof-Arnäs
867," I had really a good time, and I made more money than I did as a PhD student, and all of a sudden it was 2006",Per-Olof-Arnäs
868," My employer asked me: ""Well, we hired a doctor - where is he?""",Per-Olof-Arnäs
869, And I actually had not stopped - I've been keeping the thesis afloat,Per-Olof-Arnäs
870," It was a monograph, so no papers",Per-Olof-Arnäs
871, It was just that things needed to fall into place,Per-Olof-Arnäs
872," Then in 2006, I said to my employer: ""I need two months",Per-Olof-Arnäs
873,""" So they say: ""Okay, get two months, when don't have to do anything else",Per-Olof-Arnäs
874,""" So they were actually funding my PhD thesis",Per-Olof-Arnäs
875, I got December and January 2006-2007 and finished the thesis,Per-Olof-Arnäs
876," It took two months, and I defended it in 2007 - eleven years after I started",Per-Olof-Arnäs
877," Maria: But I'm really impressed, because you decided to do it -- and you did it",Per-Olof-Arnäs
878, PO: It was then or never,Per-Olof-Arnäs
879, Because I was quite comfortable in the industry,Per-Olof-Arnäs
880," And then I worked at that organization for a number of years, and I started to work together with the university",Per-Olof-Arnäs
881," Instead of being a PhD student, I now started projects together with them",Per-Olof-Arnäs
882," We hired a PhD student, we started looking into different areas",Per-Olof-Arnäs
883, Maria: Did you maybe get funding as well? PO: I applied for funding together with the university for one PhD student in a project that was mutually published between us,Per-Olof-Arnäs
884," I kept the relationships - I went there for coffee, we had a lot of fee where we sit and drink a lot of coffee in the afternoon, everybody loves it, and that's where you meet all the nice people",Per-Olof-Arnäs
885, I kept the relationships and in 2011 I went back,Per-Olof-Arnäs
886," They had an open spot as a senior lecturer, and I applied for it and I got it",Per-Olof-Arnäs
887," So since then I'm back at Chalmers, doing a lot of different things",Per-Olof-Arnäs
888," But those eight years that I had an industry are priceless for me, because I'm very much unique in that manner",Per-Olof-Arnäs
889," I've been in academia, then I've been in industry, and then I'm going back to academia with the network and with the knowledge",Per-Olof-Arnäs
890, And you cannot learn that in the book - you have to do it,Per-Olof-Arnäs
891," Maria: Looking back when you had your PhD and, of course, you were already consulting, and then you started working with that company even more: what kind of skills did you bring from academia to that company that they found really useful? PO: Teaching",Per-Olof-Arnäs
892," Maria: Teaching?! PO: Yes, I was already doing a lot of teaching",Per-Olof-Arnäs
893, At Chalmers a lot of students teach,Per-Olof-Arnäs
894," We gave lectures even, not only supervisions and things like that",Per-Olof-Arnäs
895," Back then, at least",Per-Olof-Arnäs
896," Now, it's more or less just the lecturers and the professor who give lectures",Per-Olof-Arnäs
897, PhD students did a lot of the teaching,Per-Olof-Arnäs
898, I had experience in teaching and my main skill sets is to whip up the PowerPoint presentation in 5 minutes - that will blow everyone's mind,Per-Olof-Arnäs
899, I did a lot of teaching when I was in industry,Per-Olof-Arnäs
900, We had a lot of haulage companies that needed education in environmental transportation,Per-Olof-Arnäs
901, I did all of those,Per-Olof-Arnäs
902, Maria: Was that something that you knew that you were going to do? PO: Yes,Per-Olof-Arnäs
903, And then I brought with me contacts also,Per-Olof-Arnäs
904," I also brought with me a vocabulary: I could talk to universities, I could talk to other researchers, and I could understand them, and they could understand me",Per-Olof-Arnäs
905," I knew the codified language, so to speak",Per-Olof-Arnäs
906, That was a real asset in building relationships,Per-Olof-Arnäs
907," Maria: And then going back to academia: What did you bring back from the industry? PO: Some efficiency, I think, which I'm struggling with now I am in a large organisation which is extremely bureaucratic",Per-Olof-Arnäs
908," We were two people in my previous organisation, so we outsourced some things",Per-Olof-Arnäs
909," Now I have to fill out forms, I have to scan receipts, do all of these things",Per-Olof-Arnäs
910, There are policies and rules and regulations for everything,Per-Olof-Arnäs
911," Of course, this keeps a lot of people employed, which is sort of a good thing, but it keeps me from doing what I really want",Per-Olof-Arnäs
912, That can be really frustrating,Per-Olof-Arnäs
913," Not only for me,who had been in industry, I think, it frustrates a lot of people -- the bureaucracy of universities",Per-Olof-Arnäs
914," Maria: Are there any other differences that you can see between academia and industry? PO: Of course, in industry you have you have your money",Per-Olof-Arnäs
915, In universities you have tax money,Per-Olof-Arnäs
916," And it is a different way of looking at what you spend, how you spend, and so on",Per-Olof-Arnäs
917, So there are differences in culture in industry and academia,Per-Olof-Arnäs
918," Maria: How does that express itself, do you think? PO: You can see it here in Almedalen, where we are now, where there is a lot of public money spent during this week",Per-Olof-Arnäs
919," And industry is also spending money, but they are doing it differently",Per-Olof-Arnäs
920," They are doing it more targeted, not that broad like the public organisations",Per-Olof-Arnäs
921," Maria: They are expecting outcomes? PO: Yes, they are a result-oriented",Per-Olof-Arnäs
922, Which I I think is a good thing,Per-Olof-Arnäs
923," I haven't done my last tour in industry, I want to go back someday, yes",Per-Olof-Arnäs
924," Maria: But looking back; what was kind of the biggest career decision for you? Was it to leave, or to go back? PO: I think all of these decisions have been, in retrospect, big decisions",Per-Olof-Arnäs
925," To do the PhD; I have my friends, they have done completely different careers, in industry",Per-Olof-Arnäs
926," Good careers, many of them",Per-Olof-Arnäs
927, There was one big decision,Per-Olof-Arnäs
928," In one way, my thesis became much, much better, being marinated for a number of years",Per-Olof-Arnäs
929, So I'm really proud of my PhD thesis,Per-Olof-Arnäs
930, It would not have been that good if I had done it in 2003,Per-Olof-Arnäs
931," But on the other hand, it would have passed and I would have been approved and would have been a doctor",Per-Olof-Arnäs
932, But then I think I would have left for industry actually,Per-Olof-Arnäs
933, Maria: Yeah you may not have come back,Per-Olof-Arnäs
934, PO: No,Per-Olof-Arnäs
935, Maria: ,Per-Olof-Arnäs
936, to academia,Per-Olof-Arnäs
937, PO: No,Per-Olof-Arnäs
938, I would have left for industry and I would have stayed in industry,Per-Olof-Arnäs
939," So because I had my, sort of, two months left, I kept in touch with the University",Per-Olof-Arnäs
940, Maria: That is really interesting,Per-Olof-Arnäs
941," So Tina Persson, the founder of this podcast, she often talks about transferable skills",Per-Olof-Arnäs
942, That is how PhD students can learn a lot of skills during their PhD and find out later in life that they can apply these skills to a totally different field,Per-Olof-Arnäs
943, What are your thoughts about that? PO: Yes,Per-Olof-Arnäs
944, Several of those skills of course,Per-Olof-Arnäs
945," Presentation skills, which is crucial for a researcher to be able to present your work",Per-Olof-Arnäs
946," But also to briefly summarize something, to make sense of a complex issue",Per-Olof-Arnäs
947, Maria: ,Per-Olof-Arnäs
948,to penetrate a lot of data,Per-Olof-Arnäs
949," PO: Yeah, penetrate data and to avoid oversimplifications",Per-Olof-Arnäs
950," To be able to discuss and problematize the topic, not to oversimplify it, and and to really take a systems perspective",Per-Olof-Arnäs
951," At least for me, because I am in a discipline where we always need to take a systems perspective",Per-Olof-Arnäs
952," Which means that it is actually more important to the define the system boundary, then to define the system itself",Per-Olof-Arnäs
953," You have to know what you exclude and include, because it will determine the results",Per-Olof-Arnäs
954," I think that is a very good thing to have with you in industry, because in industry you very soon will get extremely locked in a bubble",Per-Olof-Arnäs
955," Of your own company, or your own division, or your own organization, or your own customers",Per-Olof-Arnäs
956, And it's very hard to look outside to see parallel organizations outside; what they are doing and how we can learn from them,Per-Olof-Arnäs
957," So, I give a lot of talks in industry",Per-Olof-Arnäs
958," And one thing I always end with, is to say that once every week they have to watch TED Talk",Per-Olof-Arnäs
959, And once every year they have to attend a conference which is totally outside their own field,Per-Olof-Arnäs
960," Like Almedalen, that it is a good one or TEDx, or something like that",Per-Olof-Arnäs
961," Because otherwise their brains will sort of stop evolving, I think",Per-Olof-Arnäs
962," Maria: This lifelong learning that we need to think about, everyone",Per-Olof-Arnäs
963, PO: Yes,Per-Olof-Arnäs
964," And it is easier than ever, to do that",Per-Olof-Arnäs
965, Maria: Yes,Per-Olof-Arnäs
966," Other skills, do you think? PO: For me personally, I have done a MOOC:s I have done a lot of blended learning",Per-Olof-Arnäs
967, I am very passionate about teaching and developing new teaching methods,Per-Olof-Arnäs
968," So I I have evolved myself on my own initiative in the university's development; blended learning, digital examination and things like that",Per-Olof-Arnäs
969," So I now have positions in several committees, and things like that, at university, because I am passionate about it",Per-Olof-Arnäs
970," And I think that that is also something that is needed in the industry, pedagogical professionalism",Per-Olof-Arnäs
971," Maria: That is really, really cool",Per-Olof-Arnäs
972," Now, as I mentioned earlier, you are also a fellow podcaster",Per-Olof-Arnäs
973," Would you like to tell us a bit more about these shows that you produce? PO: Yes it is podcasts in plural! I have to two, and almost three",Per-Olof-Arnäs
974," I have one in Sweden called Logistikpodden, The Logistics Podcast, in Swedish",Per-Olof-Arnäs
975," And I'm doing it on my own money and on my own time, but it is connected to my area of expertise, which means that most of our interviews, I actually do in my office, on campus",Per-Olof-Arnäs
976, And several of these interviews,Per-Olof-Arnäs
977," I meet the celebrities in the logistics industry, or they should be celebrities at least",Per-Olof-Arnäs
978," And several of these have led to deeper contacts, and even research projects",Per-Olof-Arnäs
979, So there is a synergy between what I do in my podcast and what I do at work,Per-Olof-Arnäs
980, So that is one of them,Per-Olof-Arnäs
981, The other one is about podcasting,Per-Olof-Arnäs
982, I have just interviewed you (giggles) in that podcast,Per-Olof-Arnäs
983," It is called Podgeek and I do this with a fellow podcaster, Lena Gthberg",Per-Olof-Arnäs
984, And this is because we noticed that a lot of people are starting podcasts,Per-Olof-Arnäs
985," And a lot of people have the same questions, so we are trying to address them from an indie podcast perspective",Per-Olof-Arnäs
986," We do not have funding, we do not have a media agency behind our backs, things like that, we do everything ourselves",Per-Olof-Arnäs
987, So that is the topic of the podcast,Per-Olof-Arnäs
988," Our journey, so to speak",Per-Olof-Arnäs
989," Maria: And it is brilliant, it is it is useful for all of us podcasters out there",Per-Olof-Arnäs
990, PO: I think we are doing something we like to listen to ourselves,Per-Olof-Arnäs
991," There are a number of how-to podcasts out there, so this is not unique, but we want to do it with our twist so",Per-Olof-Arnäs
992," And then I have another podcast coming up, I promised during 2018",Per-Olof-Arnäs
993, But I it is a logistics podcast and it is in English and it is interview based and it will be called Logistics rocks,Per-Olof-Arnäs
994, Because I I own the domain name Logistics,Per-Olof-Arnäs
995, So you have to put a twist on it and all the guest of course would have to choose a song to put on the Spotify playlist,Per-Olof-Arnäs
996," Maria (laughing): That is brilliant! PO: They can choose any song they want, as long as it is a rock song, and as long as it is not Bohemian Rhapsody, because that is already taken by me",Per-Olof-Arnäs
997, (More laughter,Per-Olof-Arnäs
998,) Maria: What is the biggest challenge in that project right now? PO: Time,Per-Olof-Arnäs
999,) To get it done,Per-Olof-Arnäs
1000," No, but I I am struggling to",Per-Olof-Arnäs
1001, Since I have been doing 100 episodes of my other podcasts I have been doing a lot of the mistakes already,Per-Olof-Arnäs
1002, So now I want to do everything right,Per-Olof-Arnäs
1003," And I want to do it with as low friction as possible, as little work as possible",Per-Olof-Arnäs
1004, So these interviews will be recorded via Skype or something like that,Per-Olof-Arnäs
1005," So my goal is to interview Tim Cook, Richard Branson, Elon Musk, Jeff Bezos and Larry Ellison; all these tech giants! But I also understand that I have to ramp up to those, to interview other people first, but soon I will interview some of them, I hope",Per-Olof-Arnäs
1006," Maria: That is really exciting! PO: That is my ambition, at least",Per-Olof-Arnäs
1007," Maria: Brilliant! You are also very active in social media, that is actually how we met a few years back, our joint passion for digital communication",Per-Olof-Arnäs
1008, How do you think that your engagement in digital channels has had an impact on your career? PO: I cannot begin to describe it,Per-Olof-Arnäs
1009,"! I mean, I am a networking person",Per-Olof-Arnäs
1010," Which means that if I have a question, I bring it to the network",Per-Olof-Arnäs
1011," My network brings stuff to me, that I respond to",Per-Olof-Arnäs
1012," So, the network is something that is part of me, I feel like it is not a task",Per-Olof-Arnäs
1013," People say: ""how do you find the time?""",Per-Olof-Arnäs
1014," For me it is not a task it is it is part of who I am, my network is part of who I am",Per-Olof-Arnäs
1015," I use social media, I use a lot of different channels",Per-Olof-Arnäs
1016," I promote my podcast of course, but I also interact with people because it is fun! And it is rewarding, and you always have these meetings that you can never plan for, but that will end up being extremely useful",Per-Olof-Arnäs
1017," Every time you are here at Almedalen, for instance, you have at least one of those meetings",Per-Olof-Arnäs
1018, And when you go home you feel that that meeting was worth the whole trip,Per-Olof-Arnäs
1019, I am a networking person,Per-Olof-Arnäs
1020, And for me that is what the internet is all about,Per-Olof-Arnäs
1021," Maria: Yeah, the opportunities today",Per-Olof-Arnäs
1022,! To reach anyone in the world,Per-Olof-Arnäs
1023, It is amazing,Per-Olof-Arnäs
1024, So wrapping up a bit; I have two questions here,Per-Olof-Arnäs
1025," The first is, what is the most important advice that you would like to to share to PhD:s, either being an unemployed or being in the final part of their career, what should I think about? PO: Right down on what you said about your generic or transferable skills",Per-Olof-Arnäs
1026, Look at what type of problems are you good at solving,Per-Olof-Arnäs
1027," If you are good at doing interviews, well that is a generic skill",Per-Olof-Arnäs
1028," You don't have to do interviews on your topic, you can do interviews and almost anything if you are good at doing interviews",Per-Olof-Arnäs
1029," If you are good at using specific research tools to make sense of fuzzy data, well then that is a skill that you can use in several different industries",Per-Olof-Arnäs
1030," For instance, there is no industry now that is not, or will not, be data driven",Per-Olof-Arnäs
1031," So if you work in a digital area, you are set up for life! I mean, there will always be work for you",Per-Olof-Arnäs
1032, So look at your generic skills! I think that is my main advice,Per-Olof-Arnäs
1033," And the second one is the actually the most important one; if it is not fun, do not do it! Maria: That is a brilliant advice! PO: You should never do something because of the money or something, you should do it because you like it and you like to go to work",Per-Olof-Arnäs
1034," What is the feeling when you put your hand on the doorknob and enter your workplace? Do you feel happy or not? If not, you should look for something else",Per-Olof-Arnäs
1035," Maria: And if we are having listeners that are about to start a PhD or are maybe just in the beginning of their PhD:s, what do you think that they should think about? Do you have any tips for them? PO: First of all they should listen to this podcast, I think",Per-Olof-Arnäs
1036," Maria: Thank you! PO: Yes, but they need to learn about a bit more about",Per-Olof-Arnäs
1037," I tend to I tend to go into things I don't really understand, and usually it works out fine",Per-Olof-Arnäs
1038," It never works out as you think! But also, talk to people who are in the system",Per-Olof-Arnäs
1039," Talk to people who have done it, especially in your own field",Per-Olof-Arnäs
1040, Because the research environment today is extremely competitive,Per-Olof-Arnäs
1041," It wasn't that a few years ago, or ten years ago, at least not where I am, but now it is extremely competitive",Per-Olof-Arnäs
1042," And it is publish, publish, publish! And that means that you will work a lot",Per-Olof-Arnäs
1043," You can also be really successful, it's a tradeoff that you need to be aware, of I think",Per-Olof-Arnäs
1044, To be really good at something means that you will have to put the number of hours into it as well,Per-Olof-Arnäs
1045," Maria: Perfect! Thank you so much, PO! PO: Thanks for having me!  ",Per-Olof-Arnäs
1046,"Recently, I have been talking to many prospective Computer Science PhD students about choosing graduate institutions and advisors",Jean-Yang
1047," In addition to excitement, there is fear and confusion",Jean-Yang
1048," The confusion comes not only from not knowing what to expect, but not even knowing how to think about what to expect",Jean-Yang
1049,"  One prospective student put it well when she said that she knows how she is in other work situations, but she has never done a PhD before, so she does not know what it will be like",Jean-Yang
1050," She had been curious about things like my relationship with my advisor, my research trajectory, and whether I had hobbies",Jean-Yang
1051," She mentioned speaking to other people at various points during the PhD, but not having the whole picture much",Jean-Yang
1052, After this conversation I decided it would be helpful for more people to talk about their PhD experiences in entirety,Jean-Yang
1053," Now that I am a few months out of my Computer Science PhD at MIT and am about to begin an Assistant Professor position at Carnegie Mellon University, I can talk about my PhD experience in whole",Jean-Yang
1054, This is my version of Philip Guo's The Ph,Jean-Yang
1055,"  Like many other academics, I will say that graduate school was one of the best periods of my life",Jean-Yang
1056," I grew immensely, made many friends, and learned about the research process",Jean-Yang
1057," During my PhD, I largely got to determine my own research agenda and day-to-day schedule",Jean-Yang
1058, I developed my tastes as a researcher,Jean-Yang
1059, I developed my tastes as a human being,Jean-Yang
1060, Also important to me is that I developed some of the most intellectually and emotionally fulfilling friendships of my life,Jean-Yang
1061, I loved graduate school so much that I decided to stay in academia,Jean-Yang
1062,  But this does not give the entire picture,Jean-Yang
1063," ""Loving graduate school"" is different from loving a good meal, a thought-provoking film, a pet, or another person",Jean-Yang
1064, A PhD is about training you to become a researcher,Jean-Yang
1065," The further you are from being in an experimental field, the further this growth is about concrete skills and the more it is about existential questions of how you want to be",Jean-Yang
1066," If you want to stay in academia, you must also balance the growth with ensuring you have enough to show at the end for the intellectual coming-out party that is the academic job market",Jean-Yang
1067, This growth is painful and anxiogenic,Jean-Yang
1068," Even if you are in a supportive environment and have great work-life balance, a PhD is not supposed to be a comfortable ride",Jean-Yang
1069," The flip side is that, as my friend Alex describes it, during your PhD every day is ""epic",Jean-Yang
1070,"""  Enough philosophizing",Jean-Yang
1071," Here, concretely, is what my PhD was like",Jean-Yang
1072,  Summer 2008,Jean-Yang
1073," At the end of the summer, I move into my office at MIT, where I am to be co-advised by Mike Ernst and Saman Amarasinghe",Jean-Yang
1074, Saman pays for me to start early,Jean-Yang
1075," I spend a couple of weeks reading papers, mostly about parallelism, and report to him every morning about what I've read",Jean-Yang
1076, He gives me lots of advice about what life is going to be like,Jean-Yang
1077, Mike Ernst has been in Europe this whole time,Jean-Yang
1078," The last week of the summer, Mike Ernst calls me and tells me he is moving to the University of Washington",Jean-Yang
1079,  2008-2009 (Year One),Jean-Yang
1080," I'm recovering from a repetitive stress injury in my neck, so Saman advises me to take hard theory courses that involve little computer use",Jean-Yang
1081, I take Advanced Algorithms and Machine Learning in the fall and Advanced Complexity Theory in the spring,Jean-Yang
1082,  I get involved with and become lead author on a PLDI submission with Saman and Martin Rinard about a programming language for trading off power and accuracy,Jean-Yang
1083, This paper is pretty good for having come into existence over the course of 1,Jean-Yang
1084,"5 months, but not objectively a great paper--and it gets rejected",Jean-Yang
1085,"  Ras Bodik, a professor at Berkeley who tried to recruit me, emails me telling me his student Armando Solar-Lezama is starting a professorship at MIT",Jean-Yang
1086, I meet Armando and he sends me many papers to read,Jean-Yang
1087," Soon we are meeting and working so much I no longer have time for the other project, which was a suboptimal fit anyway for various reasons",Jean-Yang
1088," I like how much bandwidth Armando has for technical discussions, especially since he has no other students or teaching duties at the time",Jean-Yang
1089," I am nervous that this high meeting frequency is unsustainable, so I try hard to recruit other students to Armando's group",Jean-Yang
1090,  Armando and I submit a paper to OOPSLA but it is not good because we don't start writing it until three days before,Jean-Yang
1091," I also submit a paper to the Haskell Workshop about my senior undergraduate thesis, but it is not good because I don't know how to write papers",Jean-Yang
1092, My friend Jean-Baptiste who reads it asks why my blog is so good but my paper drafts are so bad,Jean-Yang
1093,"  Since I am still figuring out what I want to do, I schedule many meetings with professors and ask them how to do research",Jean-Yang
1094, In addition to Saman's group meeting I also attend Daniel Jackson's group meeting,Jean-Yang
1095, I go to many PhD defense and job talks,Jean-Yang
1096," Both Martin and Saman tell me that in order to become a good researcher, I have to flounder and fail",Jean-Yang
1097, I have never failed before,Jean-Yang
1098, I take it as a challenge to do work risky enough to fail,Jean-Yang
1099,"  January of this year I attend my first conference, POPL",Jean-Yang
1100, Martin pays for me to go after I email him asking how I can get to go to POPL,Jean-Yang
1101," I meet many people, including many people at Microsoft Research",Jean-Yang
