,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
868," My employer asked me: ""Well, we hired a doctor - where is he?""",Per-Olof-Arnäs,0.2732,Neutral,0.0,Neutral
869, And I actually had not stopped - I've been keeping the thesis afloat,Per-Olof-Arnäs,-0.296,Neutral,0.0,Neutral
870," It was a monograph, so no papers",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
871, It was just that things needed to fall into place,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
872," Then in 2006, I said to my employer: ""I need two months",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
873,""" So they say: ""Okay, get two months, when don't have to do anything else",Per-Olof-Arnäs,0.2263,Neutral,0.5,Positive
874,""" So they were actually funding my PhD thesis",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
875, I got December and January 2006-2007 and finished the thesis,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
876," It took two months, and I defended it in 2007 - eleven years after I started",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
877," Maria: But I'm really impressed, because you decided to do it -- and you did it",Per-Olof-Arnäs,0.5256,Positive,1.0,Positive
878, PO: It was then or never,Per-Olof-Arnäs,-0.6523,Negative,0.0,Neutral
879, Because I was quite comfortable in the industry,Per-Olof-Arnäs,0.5563,Positive,0.4,Positive
880," And then I worked at that organization for a number of years, and I started to work together with the university",Per-Olof-Arnäs,0.0772,Neutral,0.0,Neutral
881," Instead of being a PhD student, I now started projects together with them",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
882," We hired a PhD student, we started looking into different areas",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
883, Maria: Did you maybe get funding as well? PO: I applied for funding together with the university for one PhD student in a project that was mutually published between us,Per-Olof-Arnäs,-0.4995,Neutral,0.0,Neutral
884," I kept the relationships - I went there for coffee, we had a lot of fee where we sit and drink a lot of coffee in the afternoon, everybody loves it, and that's where you meet all the nice people",Per-Olof-Arnäs,0.7906,Positive,0.55,Positive
885, I kept the relationships and in 2011 I went back,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
886," They had an open spot as a senior lecturer, and I applied for it and I got it",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
887," So since then I'm back at Chalmers, doing a lot of different things",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
888," But those eight years that I had an industry are priceless for me, because I'm very much unique in that manner",Per-Olof-Arnäs,0.0,Neutral,0.6875,Positive
889," I've been in academia, then I've been in industry, and then I'm going back to academia with the network and with the knowledge",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
890, And you cannot learn that in the book - you have to do it,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
891," Maria: Looking back when you had your PhD and, of course, you were already consulting, and then you started working with that company even more: what kind of skills did you bring from academia to that company that they found really useful? PO: Teaching",Per-Olof-Arnäs,0.2457,Neutral,0.3,Positive
892," Maria: Teaching?! PO: Yes, I was already doing a lot of teaching",Per-Olof-Arnäs,-0.3885,Neutral,0.0,Neutral
893, At Chalmers a lot of students teach,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
894," We gave lectures even, not only supervisions and things like that",Per-Olof-Arnäs,0.3612,Neutral,0.0,Neutral
895," Back then, at least",Per-Olof-Arnäs,0.0,Neutral,-0.15,Negative
896," Now, it's more or less just the lecturers and the professor who give lectures",Per-Olof-Arnäs,0.0,Neutral,-0.16666666666666666,Negative
897, PhD students did a lot of the teaching,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
898, I had experience in teaching and my main skill sets is to whip up the PowerPoint presentation in 5 minutes - that will blow everyone's mind,Per-Olof-Arnäs,0.0,Neutral,0.16666666666666666,Positive
899, I did a lot of teaching when I was in industry,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
900, We had a lot of haulage companies that needed education in environmental transportation,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
901, I did all of those,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
902, Maria: Was that something that you knew that you were going to do? PO: Yes,Per-Olof-Arnäs,-0.3885,Neutral,0.0,Neutral
903, And then I brought with me contacts also,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
904," I also brought with me a vocabulary: I could talk to universities, I could talk to other researchers, and I could understand them, and they could understand me",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
905," I knew the codified language, so to speak",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
906, That was a real asset in building relationships,Per-Olof-Arnäs,0.3612,Neutral,0.2,Positive
907," Maria: And then going back to academia: What did you bring back from the industry? PO: Some efficiency, I think, which I'm struggling with now I am in a large organisation which is extremely bureaucratic",Per-Olof-Arnäs,-0.6289,Negative,0.02232142857142857,Positive
908," We were two people in my previous organisation, so we outsourced some things",Per-Olof-Arnäs,0.0,Neutral,-0.16666666666666666,Negative
909," Now I have to fill out forms, I have to scan receipts, do all of these things",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
910, There are policies and rules and regulations for everything,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
911," Of course, this keeps a lot of people employed, which is sort of a good thing, but it keeps me from doing what I really want",Per-Olof-Arnäs,0.5413,Positive,0.44999999999999996,Positive
912, That can be really frustrating,Per-Olof-Arnäs,-0.4927,Neutral,-0.4,Negative
913," Not only for me,who had been in industry, I think, it frustrates a lot of people -- the bureaucracy of universities",Per-Olof-Arnäs,-0.4588,Neutral,0.0,Neutral
914," Maria: Are there any other differences that you can see between academia and industry? PO: Of course, in industry you have you have your money",Per-Olof-Arnäs,-0.6523,Negative,0.0,Neutral
915, In universities you have tax money,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
916," And it is a different way of looking at what you spend, how you spend, and so on",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
917, So there are differences in culture in industry and academia,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
918," Maria: How does that express itself, do you think? PO: You can see it here in Almedalen, where we are now, where there is a lot of public money spent during this week",Per-Olof-Arnäs,-0.6523,Negative,0.0,Neutral
919," And industry is also spending money, but they are doing it differently",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
920," They are doing it more targeted, not that broad like the public organisations",Per-Olof-Arnäs,0.3612,Neutral,0.03125,Positive
921," Maria: They are expecting outcomes? PO: Yes, they are a result-oriented",Per-Olof-Arnäs,-0.3885,Neutral,0.0,Neutral
922, Which I I think is a good thing,Per-Olof-Arnäs,0.4404,Neutral,0.7,Positive
923," I haven't done my last tour in industry, I want to go back someday, yes",Per-Olof-Arnäs,0.4588,Neutral,0.0,Neutral
924," Maria: But looking back; what was kind of the biggest career decision for you? Was it to leave, or to go back? PO: I think all of these decisions have been, in retrospect, big decisions",Per-Olof-Arnäs,-0.2808,Neutral,0.12,Positive
925," To do the PhD; I have my friends, they have done completely different careers, in industry",Per-Olof-Arnäs,0.4939,Neutral,0.0,Neutral
926," Good careers, many of them",Per-Olof-Arnäs,0.4404,Neutral,0.6,Positive
927, There was one big decision,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
928," In one way, my thesis became much, much better, being marinated for a number of years",Per-Olof-Arnäs,0.34,Neutral,0.2,Positive
929, So I'm really proud of my PhD thesis,Per-Olof-Arnäs,0.5256,Positive,0.8,Positive
930, It would not have been that good if I had done it in 2003,Per-Olof-Arnäs,0.4404,Neutral,0.7,Positive
931," But on the other hand, it would have passed and I would have been approved and would have been a doctor",Per-Olof-Arnäs,0.4939,Neutral,0.0,Neutral
932, But then I think I would have left for industry actually,Per-Olof-Arnäs,-0.0516,Neutral,0.0,Neutral
933, Maria: Yeah you may not have come back,Per-Olof-Arnäs,0.296,Neutral,0.0,Neutral
934, PO: No,Per-Olof-Arnäs,-0.5574,Negative,0.0,Neutral
935, Maria: ,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
936, to academia,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
937, PO: No,Per-Olof-Arnäs,-0.5574,Negative,0.0,Neutral
938, I would have left for industry and I would have stayed in industry,Per-Olof-Arnäs,-0.0516,Neutral,0.0,Neutral
939," So because I had my, sort of, two months left, I kept in touch with the University",Per-Olof-Arnäs,-0.0516,Neutral,0.0,Neutral
940, Maria: That is really interesting,Per-Olof-Arnäs,0.4576,Neutral,0.5,Positive
941," So Tina Persson, the founder of this podcast, she often talks about transferable skills",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
942, That is how PhD students can learn a lot of skills during their PhD and find out later in life that they can apply these skills to a totally different field,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
943, What are your thoughts about that? PO: Yes,Per-Olof-Arnäs,-0.3885,Neutral,0.0,Neutral
944, Several of those skills of course,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
945," Presentation skills, which is crucial for a researcher to be able to present your work",Per-Olof-Arnäs,0.0,Neutral,0.16666666666666666,Positive
946," But also to briefly summarize something, to make sense of a complex issue",Per-Olof-Arnäs,0.0,Neutral,-0.15,Negative
947, Maria: ,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
948,to penetrate a lot of data,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
949," PO: Yeah, penetrate data and to avoid oversimplifications",Per-Olof-Arnäs,-0.6289,Negative,0.0,Neutral
950," To be able to discuss and problematize the topic, not to oversimplify it, and and to really take a systems perspective",Per-Olof-Arnäs,-0.1531,Neutral,0.35,Positive
951," At least for me, because I am in a discipline where we always need to take a systems perspective",Per-Olof-Arnäs,0.0,Neutral,-0.3,Negative
952," Which means that it is actually more important to the define the system boundary, then to define the system itself",Per-Olof-Arnäs,0.2023,Neutral,0.04375000000000001,Positive
953," You have to know what you exclude and include, because it will determine the results",Per-Olof-Arnäs,-0.2263,Neutral,0.0,Neutral
954," I think that is a very good thing to have with you in industry, because in industry you very soon will get extremely locked in a bubble",Per-Olof-Arnäs,0.4404,Neutral,0.2875,Positive
955," Of your own company, or your own division, or your own organization, or your own customers",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
956, And it's very hard to look outside to see parallel organizations outside; what they are doing and how we can learn from them,Per-Olof-Arnäs,-0.1027,Neutral,-0.07291666666666667,Negative
957," So, I give a lot of talks in industry",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
958," And one thing I always end with, is to say that once every week they have to watch TED Talk",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
959, And once every year they have to attend a conference which is totally outside their own field,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
960," Like Almedalen, that it is a good one or TEDx, or something like that",Per-Olof-Arnäs,0.7845,Positive,0.7,Positive
961," Because otherwise their brains will sort of stop evolving, I think",Per-Olof-Arnäs,-0.296,Neutral,0.0,Neutral
962," Maria: This lifelong learning that we need to think about, everyone",Per-Olof-Arnäs,0.0,Neutral,-0.1,Negative
963, PO: Yes,Per-Olof-Arnäs,-0.3885,Neutral,0.0,Neutral
964," And it is easier than ever, to do that",Per-Olof-Arnäs,0.4404,Neutral,0.43333333333333335,Positive
965, Maria: Yes,Per-Olof-Arnäs,0.4019,Neutral,0.0,Neutral
966," Other skills, do you think? PO: For me personally, I have done a MOOC:s I have done a lot of blended learning",Per-Olof-Arnäs,-0.6523,Negative,0.0,Neutral
967, I am very passionate about teaching and developing new teaching methods,Per-Olof-Arnäs,0.5267,Positive,0.043181818181818175,Positive
968," So I I have evolved myself on my own initiative in the university's development; blended learning, digital examination and things like that",Per-Olof-Arnäs,0.3612,Neutral,0.0,Neutral
969," So I now have positions in several committees, and things like that, at university, because I am passionate about it",Per-Olof-Arnäs,0.7096,Positive,-0.025,Negative
970," And I think that that is also something that is needed in the industry, pedagogical professionalism",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
971," Maria: That is really, really cool",Per-Olof-Arnäs,0.4351,Neutral,0.35,Positive
972," Now, as I mentioned earlier, you are also a fellow podcaster",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
973," Would you like to tell us a bit more about these shows that you produce? PO: Yes it is podcasts in plural! I have to two, and almost three",Per-Olof-Arnäs,-0.0343,Neutral,0.0,Neutral
974," I have one in Sweden called Logistikpodden, The Logistics Podcast, in Swedish",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
975," And I'm doing it on my own money and on my own time, but it is connected to my area of expertise, which means that most of our interviews, I actually do in my office, on campus",Per-Olof-Arnäs,0.0,Neutral,-0.15625,Negative
976, And several of these interviews,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
977," I meet the celebrities in the logistics industry, or they should be celebrities at least",Per-Olof-Arnäs,0.0,Neutral,-0.3,Negative
978," And several of these have led to deeper contacts, and even research projects",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
979, So there is a synergy between what I do in my podcast and what I do at work,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
980, So that is one of them,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
981, The other one is about podcasting,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
982, I have just interviewed you (giggles) in that podcast,Per-Olof-Arnäs,0.4215,Neutral,0.0,Neutral
983," It is called Podgeek and I do this with a fellow podcaster, Lena Gthberg",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
984, And this is because we noticed that a lot of people are starting podcasts,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
985," And a lot of people have the same questions, so we are trying to address them from an indie podcast perspective",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
986," We do not have funding, we do not have a media agency behind our backs, things like that, we do everything ourselves",Per-Olof-Arnäs,0.3612,Neutral,-0.2,Negative
987, So that is the topic of the podcast,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
988," Our journey, so to speak",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
989," Maria: And it is brilliant, it is it is useful for all of us podcasters out there",Per-Olof-Arnäs,0.7717,Positive,0.6,Positive
990, PO: I think we are doing something we like to listen to ourselves,Per-Olof-Arnäs,-0.4278,Neutral,0.0,Neutral
991," There are a number of how-to podcasts out there, so this is not unique, but we want to do it with our twist so",Per-Olof-Arnäs,0.1531,Neutral,0.375,Positive
992," And then I have another podcast coming up, I promised during 2018",Per-Olof-Arnäs,0.3182,Neutral,0.0,Neutral
993, But I it is a logistics podcast and it is in English and it is interview based and it will be called Logistics rocks,Per-Olof-Arnäs,0.0,Neutral,-0.4,Negative
994, Because I I own the domain name Logistics,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
995, So you have to put a twist on it and all the guest of course would have to choose a song to put on the Spotify playlist,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
996," Maria (laughing): That is brilliant! PO: They can choose any song they want, as long as it is a rock song, and as long as it is not Bohemian Rhapsody, because that is already taken by me",Per-Olof-Arnäs,0.5215,Positive,0.27499999999999997,Positive
997, (More laughter,Per-Olof-Arnäs,0.4939,Neutral,0.0,Neutral
998,) Maria: What is the biggest challenge in that project right now? PO: Time,Per-Olof-Arnäs,-0.6166,Negative,0.14285714285714285,Positive
999,) To get it done,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1000," No, but I I am struggling to",Per-Olof-Arnäs,-0.3182,Neutral,0.0,Neutral
1001, Since I have been doing 100 episodes of my other podcasts I have been doing a lot of the mistakes already,Per-Olof-Arnäs,-0.34,Neutral,0.0,Neutral
1002, So now I want to do everything right,Per-Olof-Arnäs,0.0772,Neutral,0.2857142857142857,Positive
1003," And I want to do it with as low friction as possible, as little work as possible",Per-Olof-Arnäs,-0.2023,Neutral,-0.046875,Negative
1004, So these interviews will be recorded via Skype or something like that,Per-Olof-Arnäs,0.3612,Neutral,0.0,Neutral
1005," So my goal is to interview Tim Cook, Richard Branson, Elon Musk, Jeff Bezos and Larry Ellison; all these tech giants! But I also understand that I have to ramp up to those, to interview other people first, but soon I will interview some of them, I hope",Per-Olof-Arnäs,0.4404,Neutral,0.125,Positive
1006," Maria: That is really exciting! PO: That is my ambition, at least",Per-Olof-Arnäs,-0.2774,Neutral,0.0,Neutral
1007," Maria: Brilliant! You are also very active in social media, that is actually how we met a few years back, our joint passion for digital communication",Per-Olof-Arnäs,0.8591,Positive,0.13333333333333333,Positive
1008, How do you think that your engagement in digital channels has had an impact on your career? PO: I cannot begin to describe it,Per-Olof-Arnäs,-0.3254,Neutral,0.0,Neutral
1009,"! I mean, I am a networking person",Per-Olof-Arnäs,0.0,Neutral,-0.3125,Negative
1010," Which means that if I have a question, I bring it to the network",Per-Olof-Arnäs,0.0,Neutral,-0.3125,Negative
1011," My network brings stuff to me, that I respond to",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1012," So, the network is something that is part of me, I feel like it is not a task",Per-Olof-Arnäs,0.3612,Neutral,0.0,Neutral
1013," People say: ""how do you find the time?""",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1014," For me it is not a task it is it is part of who I am, my network is part of who I am",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1015," I use social media, I use a lot of different channels",Per-Olof-Arnäs,0.0,Neutral,0.016666666666666666,Positive
1016," I promote my podcast of course, but I also interact with people because it is fun! And it is rewarding, and you always have these meetings that you can never plan for, but that will end up being extremely useful",Per-Olof-Arnäs,0.9152,Positive,0.3,Positive
1017," Every time you are here at Almedalen, for instance, you have at least one of those meetings",Per-Olof-Arnäs,0.0,Neutral,-0.3,Negative
1018, And when you go home you feel that that meeting was worth the whole trip,Per-Olof-Arnäs,0.2263,Neutral,0.25,Positive
1019, I am a networking person,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1020, And for me that is what the internet is all about,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1021," Maria: Yeah, the opportunities today",Per-Olof-Arnäs,0.6124,Positive,0.0,Neutral
1022,! To reach anyone in the world,Per-Olof-Arnäs,0.0258,Neutral,0.0,Neutral
1023, It is amazing,Per-Olof-Arnäs,0.5423,Positive,0.0,Neutral
1024, So wrapping up a bit; I have two questions here,Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1025," The first is, what is the most important advice that you would like to to share to PhD:s, either being an unemployed or being in the final part of their career, what should I think about? PO: Right down on what you said about your generic or transferable skills",Per-Olof-Arnäs,0.0431,Neutral,0.18714285714285714,Positive
1026, Look at what type of problems are you good at solving,Per-Olof-Arnäs,0.25,Neutral,0.7,Positive
1027," If you are good at doing interviews, well that is a generic skill",Per-Olof-Arnäs,0.6124,Positive,0.35,Positive
1028," You don't have to do interviews on your topic, you can do interviews and almost anything if you are good at doing interviews",Per-Olof-Arnäs,0.3862,Neutral,0.7,Positive
1029," If you are good at using specific research tools to make sense of fuzzy data, well then that is a skill that you can use in several different industries",Per-Olof-Arnäs,0.6124,Positive,0.175,Positive
1030," For instance, there is no industry now that is not, or will not, be data driven",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1031," So if you work in a digital area, you are set up for life! I mean, there will always be work for you",Per-Olof-Arnäs,0.0,Neutral,-0.15625,Negative
1032, So look at your generic skills! I think that is my main advice,Per-Olof-Arnäs,0.0,Neutral,0.08333333333333333,Positive
1033," And the second one is the actually the most important one; if it is not fun, do not do it! Maria: That is a brilliant advice! PO: You should never do something because of the money or something, you should do it because you like it and you like to go to work",Per-Olof-Arnäs,0.8209,Positive,0.4,Positive
1034," What is the feeling when you put your hand on the doorknob and enter your workplace? Do you feel happy or not? If not, you should look for something else",Per-Olof-Arnäs,0.8126,Positive,0.8,Positive
1035," Maria: And if we are having listeners that are about to start a PhD or are maybe just in the beginning of their PhD:s, what do you think that they should think about? Do you have any tips for them? PO: First of all they should listen to this podcast, I think",Per-Olof-Arnäs,-0.6523,Negative,0.25,Positive
1036," Maria: Thank you! PO: Yes, but they need to learn about a bit more about",Per-Olof-Arnäs,-0.0343,Neutral,0.0,Neutral
1037," I tend to I tend to go into things I don't really understand, and usually it works out fine",Per-Olof-Arnäs,0.2023,Neutral,0.12222222222222223,Positive
1038," It never works out as you think! But also, talk to people who are in the system",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1039," Talk to people who have done it, especially in your own field",Per-Olof-Arnäs,0.0,Neutral,0.0,Neutral
1040, Because the research environment today is extremely competitive,Per-Olof-Arnäs,0.2484,Neutral,-0.125,Negative
1041," It wasn't that a few years ago, or ten years ago, at least not where I am, but now it is extremely competitive",Per-Olof-Arnäs,0.2484,Neutral,-0.14166666666666666,Negative
1042," And it is publish, publish, publish! And that means that you will work a lot",Per-Olof-Arnäs,0.0,Neutral,-0.3125,Negative
1043," You can also be really successful, it's a tradeoff that you need to be aware, of I think",Per-Olof-Arnäs,0.624,Positive,0.5,Positive
1044, To be really good at something means that you will have to put the number of hours into it as well,Per-Olof-Arnäs,0.6801,Positive,0.19374999999999998,Positive
1045," Maria: Perfect! Thank you so much, PO! PO: Thanks for having me!  ",Per-Olof-Arnäs,-0.1446,Neutral,0.6,Positive
1046,"Recently, I have been talking to many prospective Computer Science PhD students about choosing graduate institutions and advisors",Jean-Yang,0.0,Neutral,0.25,Positive
1047," In addition to excitement, there is fear and confusion",Jean-Yang,-0.296,Neutral,0.0,Neutral
1048," The confusion comes not only from not knowing what to expect, but not even knowing how to think about what to expect",Jean-Yang,-0.296,Neutral,0.0,Neutral
1049,"  One prospective student put it well when she said that she knows how she is in other work situations, but she has never done a PhD before, so she does not know what it will be like",Jean-Yang,0.5574,Positive,0.0,Neutral
1050," She had been curious about things like my relationship with my advisor, my research trajectory, and whether I had hobbies",Jean-Yang,0.5859,Positive,-0.1,Negative
1051," She mentioned speaking to other people at various points during the PhD, but not having the whole picture much",Jean-Yang,0.0,Neutral,0.13333333333333333,Positive
1052, After this conversation I decided it would be helpful for more people to talk about their PhD experiences in entirety,Jean-Yang,0.4215,Neutral,0.0,Neutral
1053," Now that I am a few months out of my Computer Science PhD at MIT and am about to begin an Assistant Professor position at Carnegie Mellon University, I can talk about my PhD experience in whole",Jean-Yang,0.0,Neutral,0.2,Positive
1054, This is my version of Philip Guo's The Ph,Jean-Yang,0.0,Neutral,0.0,Neutral
1055,"  Like many other academics, I will say that graduate school was one of the best periods of my life",Jean-Yang,0.7717,Positive,0.5,Positive
1056," I grew immensely, made many friends, and learned about the research process",Jean-Yang,0.4939,Neutral,0.25,Positive
1057," During my PhD, I largely got to determine my own research agenda and day-to-day schedule",Jean-Yang,0.0,Neutral,0.21428571428571427,Positive
1058, I developed my tastes as a researcher,Jean-Yang,0.0,Neutral,0.0,Neutral
1059, I developed my tastes as a human being,Jean-Yang,0.0,Neutral,0.0,Neutral
1060, Also important to me is that I developed some of the most intellectually and emotionally fulfilling friendships of my life,Jean-Yang,0.7269,Positive,0.2,Positive
1061, I loved graduate school so much that I decided to stay in academia,Jean-Yang,0.6369,Positive,0.35,Positive
1062,  But this does not give the entire picture,Jean-Yang,0.0,Neutral,0.0,Neutral
1063," ""Loving graduate school"" is different from loving a good meal, a thought-provoking film, a pet, or another person",Jean-Yang,0.8807,Positive,0.45,Positive
1064, A PhD is about training you to become a researcher,Jean-Yang,0.0,Neutral,0.0,Neutral
1065," The further you are from being in an experimental field, the further this growth is about concrete skills and the more it is about existential questions of how you want to be",Jean-Yang,0.4404,Neutral,0.125,Positive
1066," If you want to stay in academia, you must also balance the growth with ensuring you have enough to show at the end for the intellectual coming-out party that is the academic job market",Jean-Yang,0.8885,Positive,0.09999999999999999,Positive
1067, This growth is painful and anxiogenic,Jean-Yang,-0.0772,Neutral,-0.7,Negative
1068," Even if you are in a supportive environment and have great work-life balance, a PhD is not supposed to be a comfortable ride",Jean-Yang,0.8625,Positive,0.5666666666666668,Positive
1069," The flip side is that, as my friend Alex describes it, during your PhD every day is ""epic",Jean-Yang,0.4939,Neutral,0.1,Positive
1070,"""  Enough philosophizing",Jean-Yang,0.0,Neutral,0.0,Neutral
1071," Here, concretely, is what my PhD was like",Jean-Yang,0.3612,Neutral,0.15000000000000002,Positive
1072,  Summer 2008,Jean-Yang,0.0,Neutral,0.0,Neutral
1073," At the end of the summer, I move into my office at MIT, where I am to be co-advised by Mike Ernst and Saman Amarasinghe",Jean-Yang,0.0,Neutral,0.0,Neutral
1074, Saman pays for me to start early,Jean-Yang,-0.1027,Neutral,0.1,Positive
1075," I spend a couple of weeks reading papers, mostly about parallelism, and report to him every morning about what I've read",Jean-Yang,0.0,Neutral,0.5,Positive
1076, He gives me lots of advice about what life is going to be like,Jean-Yang,0.3612,Neutral,0.0,Neutral
1077, Mike Ernst has been in Europe this whole time,Jean-Yang,0.0,Neutral,0.2,Positive
1078," The last week of the summer, Mike Ernst calls me and tells me he is moving to the University of Washington",Jean-Yang,0.0,Neutral,0.0,Neutral
1079,  2008-2009 (Year One),Jean-Yang,0.0,Neutral,0.0,Neutral
1080," I'm recovering from a repetitive stress injury in my neck, so Saman advises me to take hard theory courses that involve little computer use",Jean-Yang,-0.7906,Negative,-0.24305555555555558,Negative
1081, I take Advanced Algorithms and Machine Learning in the fall and Advanced Complexity Theory in the spring,Jean-Yang,0.4588,Neutral,0.4,Positive
1082,  I get involved with and become lead author on a PLDI submission with Saman and Martin Rinard about a programming language for trading off power and accuracy,Jean-Yang,0.0,Neutral,0.0,Neutral
1083, This paper is pretty good for having come into existence over the course of 1,Jean-Yang,0.7269,Positive,0.475,Positive
1084,"5 months, but not objectively a great paper--and it gets rejected",Jean-Yang,0.34,Neutral,0.8,Positive
1085,"  Ras Bodik, a professor at Berkeley who tried to recruit me, emails me telling me his student Armando Solar-Lezama is starting a professorship at MIT",Jean-Yang,0.0,Neutral,0.0,Neutral
1086, I meet Armando and he sends me many papers to read,Jean-Yang,0.0,Neutral,0.5,Positive
1087," Soon we are meeting and working so much I no longer have time for the other project, which was a suboptimal fit anyway for various reasons",Jean-Yang,0.3612,Neutral,0.20000000000000004,Positive
1088," I like how much bandwidth Armando has for technical discussions, especially since he has no other students or teaching duties at the time",Jean-Yang,0.3612,Neutral,0.06666666666666667,Positive
1089," I am nervous that this high meeting frequency is unsustainable, so I try hard to recruit other students to Armando's group",Jean-Yang,-0.3612,Neutral,-0.06583333333333334,Negative
1090,  Armando and I submit a paper to OOPSLA but it is not good because we don't start writing it until three days before,Jean-Yang,0.4404,Neutral,0.7,Positive
1091," I also submit a paper to the Haskell Workshop about my senior undergraduate thesis, but it is not good because I don't know how to write papers",Jean-Yang,0.4404,Neutral,0.7,Positive
1092, My friend Jean-Baptiste who reads it asks why my blog is so good but my paper drafts are so bad,Jean-Yang,0.3818,Neutral,5.551115123125783e-17,Positive
1093,"  Since I am still figuring out what I want to do, I schedule many meetings with professors and ask them how to do research",Jean-Yang,0.0772,Neutral,0.5,Positive
1094, In addition to Saman's group meeting I also attend Daniel Jackson's group meeting,Jean-Yang,0.0,Neutral,0.0,Neutral
1095, I go to many PhD defense and job talks,Jean-Yang,0.128,Neutral,0.5,Positive
1096," Both Martin and Saman tell me that in order to become a good researcher, I have to flounder and fail",Jean-Yang,-0.1531,Neutral,0.09999999999999998,Positive
1097, I have never failed before,Jean-Yang,0.431,Neutral,0.25,Positive
1098, I take it as a challenge to do work risky enough to fail,Jean-Yang,-0.6124,Negative,-0.25,Negative
1099,"  January of this year I attend my first conference, POPL",Jean-Yang,0.0,Neutral,0.25,Positive
1100, Martin pays for me to go after I email him asking how I can get to go to POPL,Jean-Yang,-0.1027,Neutral,0.0,Neutral
1101," I meet many people, including many people at Microsoft Research",Jean-Yang,0.0,Neutral,0.5,Positive
1102, This eventually leads to my first internship,Jean-Yang,0.0,Neutral,0.25,Positive
1103,"  Outside of work, I try to avoid using my computer due to my repetitive stress injury",Jean-Yang,-0.8316,Negative,-0.125,Negative
1104," Because of the injury, I am also aggressive about working 8-hour days and taking breaks on weekends",Jean-Yang,-0.5267,Negative,0.0,Neutral
